,Author,Quotes,Likes,Tags
15,Kahlil Gibran,"“If you love somebody, let them go, for if they return, they were always yours. If they don't, they never were.”",5896,"['life,', 'love,', 'romance']"
16,"Vladimir Nabokov,","“It was love at first sight, at last sight, at ever and ever sight.”",5896,"['humbert-humbert,', 'love']"
17,Winston S. Churchill,“My tastes are simple: I am easily satisfied with the best.”,5879,"['humor,', 'taste']"
18,Agatha Christie,"“I like living. I have sometimes been wildly, despairingly, acutely miserable, racked with sorrow; but through it all I still know quite certainly that just to be alive is a grand thing.”",5878,['inspirational']
19,"Mark Twain,","“Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn't.”",5866,"['books,', 'truth']"
20,"Chuck Palahniuk,",“I don't want to die without any scars.”,5865,"['death,', 'scars,', 'tyler-durden']"
21,Mark Twain,"“I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it.”",5839,"['death,', 'inspirational']"
22,Marilyn Monroe,"“The nicest thing for me is sleep, then at least I can dream.”",5838,
23,"William Shakespeare,","“If music be the food of love, play on,",5834,"['music,', 'romance,', 'unrequited-love']"
24,"J.R.R. Tolkien,","“It's a dangerous business, Frodo, going out your door. You step onto the road, and if you don't keep your feet, there's no knowing where you might be swept off to.”",5833,['wisdom']
25,"Suzanne Collins,",“I don't want to lose the boy with the bread.”,5829,
26,"Jane Austen,",“Angry people are not always wise.”,5828,"['anger,', 'jane-austen,', 'wisdom']"
27,Confucious,"“By three methods we may learn wisdom: First, by reflection, which is noblest; Second, by imitation, which is easiest; and third by experience, which is the bitterest.”",5817,['wisdom']
28,F. Scott Fitzgerald,"“Show me a hero, and I'll write you a tragedy.”",5816,['f-scott-fitzgerald']
29,C.S. Lewis,“To be a Christian means to forgive the inexcusable because God has forgiven the inexcusable in you.”,5794,"['christianity,', 'forgiveness,', 'god']"
0,Mortimer J. Adler,"“In the case of good books, the point is not to see how many of them you can get through, but rather how many can get through to you.”",5772,"['books,', 'reading']"
1,"Louisa May Alcott,","“She is too fond of books, and it has turned her brain.”",5770,['books']
2,"John Green,","“What is an ""instant"" death anyway? How long is an instant? Is it one second? Ten? The pain of those seconds must have been awful as her heart burst and her lungs collapsed and there was no air and no blood to her brain and only raw panic. What the hell is instant? Nothing is instant. Instant rice takes five minutes, instant pudding an hour. I doubt that an instant of blinding pain feels particularly instantaneous.”",5766,['looking-for-alaska']
3,Mother Teresa,"“I am not sure exactly what heaven will be like, but I know that when we die and it comes time for God to judge us, He will not ask, 'How many good things have you done in your life?' rather He will ask, 'How much love did you put into what you did?”",5766,"['inspirational,', 'love']"
4,"John Green,","“It's a metaphor, see: You put the killing thing right between your teeth, but you don't give it the power to do its killing.”",5759,"['john-green,', 'the-fault-in-our-stars']"
5,Roy T. Bennett,"“Don't let the expectations and opinions of other people affect your decisions. It's your life, not theirs. Do what matters most to you; do what makes you feel alive and happy. Don't let the expectations and ideas of others limit who you are. If you let others tell you who you are, you are living their reality — not yours. There is more to life than pleasing people. There is much more to life than following others' prescribed path. There is so much more to life than what you experience right now. You need to decide who you are for yourself. Become a whole being. Adventure.”",5758,"['action,', 'adventure,', 'authentic-living,', 'authentic-self,', 'authenticity,', 'confidence,', 'experience,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'who-you-are,', 'whole-being']"
6,"Cassandra Clare,","“Will looked horrified. ""What kind of monster could possibly hate chocolate?”",5752,"['chocolate,', 'monsters']"
7,"J.K. Rowling,","“You haven't got a letter on yours,"" George observed. ""I suppose she thinks you don't forget your name. But we're not stupid-we know we're called Gred and Forge.”",5747,['humor']
8,Gabriel García Márquez,“No medicine cures what happiness cannot.”,5747,['happiness']
9,Stephen King,“Fiction is the truth inside the lie.”,5744,['writing']
10,Cassandra Clare,"“I am a badass, and I recognize that you, too, are a badass.”",5732,['simon']
11,"Lewis Carroll,","“She generally gave herself very good advice, (though she very seldom followed it).”",5725,
12,Roy T. Bennett,"“It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.”",5724,"['change,', 'focus,', 'grow,', 'growth,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'stay-focused,', 'step-out-of-comfort-zone,', 'transform']"
13,"John Green,","“The town was paper, but the memories were not.”",5718,['memories']
14,John Green,"“because nerds like us are allowed to be unironically enthusiastic about stuff. Nerds are allowed to love stuff, like jump-up-and-down-in-the-chair-can’t-control-yourself love it. Hank, when people call people nerds, mostly what they’re saying is ‘you like stuff.’ Which is just not a good insult at all. Like, ‘you are too enthusiastic about the miracle of human consciousness’.”",5717,['nerdfighters']
15,Anton Chekhov,“Don't tell me the moon is shining; show me the glint of light on broken glass.”,5717,"['broken-glass,', 'glass,', 'moon,', 'moonshine,', 'show-don-t-tell,', 'writing']"
16,"Douglas Adams,","“The fact that we live at the bottom of a deep gravity well, on the surface of a gas covered planet going around a nuclear fireball 90 million miles away and think this to be normal is obviously some indication of how skewed our perspective tends to be.”",5715,"['humor,', 'perspective,', 'science']"
17,"Anonymous,","“And now these three remain: faith, hope and love. But the greatest of these is love.”",5702,"['faith,', 'god,', 'hope,', 'love']"
18,"Andrew  Boyd,","“We’re all seeking that special person who is right for us. But if you’ve been through enough relationships, you begin to suspect there’s no right person, just different flavors of wrong. Why is this? Because you yourself are wrong in some way, and you seek out partners who are wrong in some complementary way. But it takes a lot of living to grow fully into your own wrongness. And it isn’t until you finally run up against your deepest demons, your unsolvable problems—the ones that make you truly who you are—that we’re ready to find a lifelong mate. Only then do you finally know what you’re looking for. You’re looking for the wrong person. But not just any wrong person: it's got to be the right wrong person—someone you lovingly gaze upon and think, “This is the problem I want to have.”",5695,"['being-loved,', 'completion,', 'inspirational,', 'love,', 'relationships']"
19,"William Shakespeare,","“When he shall die,",5695,"['death,', 'light,', 'stars']"
20,"Suzanne Collins,",“My nightmares are usually about losing you. I'm okay once I realize you're here.”,5690,['romantic']
21,"Rick Riordan,","“Wow,"" Thalia muttered. ""Apollo is hot.""",5689,"['apollo,', 'gods,', 'hot,', 'olympians,', 'percy-jackson,', 'sun,', 'thalia']"
22,"Stephen King,",“The road to hell is paved with adverbs.”,5685,['writing']
23,Jack Kerouac,"“Live, travel, adventure, bless, and don't be sorry.”",5675,
24,Joan Crawford,"“Love is a fire. But whether it is going to warm your hearth or burn down your house, you can never tell.”",5673,['love']
25,"Veronica Roth,",“Peter would probably throw a party if I stopped breathing.',5661,
26,"Markus Zusak,","“Like most misery, it started with apparent happiness.”",5661,
27,"Stephen Chbosky,","“It's just that I don't want to be somebody's crush. If somebody likes me, I want them to like the real me, not what they think I am. And I don't want them to carry it around inside. I want them to show me, so I can feel it too.”",5655,
28,Stephen King,"“The most important things are the hardest to say. They are the things you get ashamed of, because words diminish them -- words shrink things that seemed limitless when they were in your head to no more than living size when they're brought out. But it's more than that, isn't it? The most important things lie too close to wherever your secret heart is buried, like landmarks to a treasure your enemies would love to steal away. And you may make revelations that cost you dearly only to have people look at you in a funny way, not understanding what you've said at all, or why you thought it was so important that you almost cried while you were saying it. That's the worst, I think. When the secret stays locked within not for want of a teller but for want of an understanding ear.”",5649,['writing']
29,"Haruki Murakami,","“Why do people have to be this lonely? What's the point of it all? Millions of people in this world, all of them yearning, looking to others to satisfy them, yet isolating themselves. Why? Was the earth put here just to nourish human loneliness?”",5639,"['isolation,', 'loneliness,', 'sadness']"
0,"Rick Riordan,","“Love conquers all,"" Aphrodite promised. ""Look at Helen and Paris. Did they let anything come between them?""",5636,"['humor,', 'true-love']"
